In Buffer 1500,Taxon ID,Gruppe,Trivialname,Taxon,Link zum Taxon,Gemeinde(n),Kanton(e),Fundort,Höhe,Koordx,Koordy,Radius,Räumliche Zusammenfassung,Anzahl,n Nachweise,Jahr,Monat,Tag,Fortpflanzungsnachweis,Herkunft,"Beobachter/in, Sammler/in",ID Beobachtung,Rote Liste,Priorität CH,UZL,WZL,Massnahmebedarf,Monitoring-Bedarf,NHV,SMARAGD,infoflora: Kantonaler Schutzstatus,infoflora: Rote Liste regional,Habitat,Substrat,swisslichens: Ecotyp,Ordnung,Familie,swissfungi: funktionelle Gruppe,Indigenat CH,Standortfremd,Einführung
,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,"PUK-Areal NW Hecke. Hecken, Gebuesche, Feldgehoelze. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.","269","2609289","1268955","52",A,Bestandesklasse: gross,,"2008","8","27",,Kanton Basel Stadt (Naturinventar),Knecht Daniel,"4154194",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,"Höhenweg/Margarethenstrasse. Wiesen, Weiden, Scherrasen. Hauptnutzung: Bahnareale.",279-280,"2610941","1266308","41",A,Bestandesklasse: klein,,"2008","6","20",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4158333",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,"Pruntrutermatte. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: Sport-, Schul- und Freizeitanlagen.",279-283,"2610656","1265986","120",A,Bestandesklasse: klein,,"2008","5","10",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4158605",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,"Waaghof / Viadukstr.. Wiesen, Weiden, Scherrasen. Hauptnutzung: Blockbebauungen, Reihenhaeuser.",270-274,"2611041","1266563","35",A,Bestandesklasse: klein,,"2008","6","6",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150017",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,"Binningerstrasse Tramtrassee / Fussweg. Wiesen, Weiden, Scherrasen. Hauptnutzung: Strassenraum.",268-272,"2610712","1266308","256",A,Bestandesklasse: mittel,,"2009","5","7",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4160073",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Allschwil,BL,Bachufer Bachgrabenbächli,"280","2607917","1267006","4",A,1–10 (Individuen),,"2017","10","22",,Missions inventaire,de Witte Lucienne,"6396573",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,"Basel, Areal Buergerspital",265-270,"2609187","1269145","300",A,11–25 (Individuen) / 15 Ex.,,"2018","8","28",,Missions inventaire,"Huber Andreas, Lehmann Werner","8975477",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Allschwil,BL,Zeigerweg,310-316,"2608490","1265910","25",A,,,"2018","6","29",,Pro Natura Baselland,Knecht Matthias,"9018368",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,,"295","2609219","1266109","65",A,,,"2019","4","28",,Info Flora,Anonym.,"12262022",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,,"263","2610116","1268706","3",A,,,"2019","8","31",,Missions inventaire,de Witte Lucienne,"8802533",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:300,Gefässpflanzen,Feld-Ahorn,Acer campestre L.,www.infoflora.ch/flora/1000070,Basel,BS,,"269","2610958","1266595","2",A,,,"2022","11","16",,"Flora beider Basel, Werner Hecker",Hecker Werner,"12738957",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:500,Gefässpflanzen,Eschen-Ahorn,Acer negundo L.,www.infoflora.ch/flora/1000100,Basel,BS,"Im Wasenboden / Neudorfstrasse, W. Wiesen, Weiden, Scherrasen. Hauptnutzung: Bahnareale.",264-266,"2609809","1269056","146",A,Bestandesklasse: klein,,"2008","5","29",,Kanton Basel Stadt (Naturinventar),Knecht Daniel,"4155545",,,,,,,,,,,,,,,Sapindaceae,,NEO,"1",
,infoflora:500,Gefässpflanzen,Eschen-Ahorn,Acer negundo L.,www.infoflora.ch/flora/1000100,Binningen,BL,,307-310,"2610651","1265690","15",A,,,"2022","5","14",,"Flora beider Basel, Ramon Müller",Müller Ramon,"11828041",,,,,,,,,,,,,,,Sapindaceae,,NEO,"1",
,infoflora:500,Gefässpflanzen,Eschen-Ahorn,Acer negundo L.,www.infoflora.ch/flora/1000100,Binningen,BL,,309-310,"2610646","1265691","6",A,,,"2022","5","14",,"Flora beider Basel, Lucienne de Witte",de Witte Lucienne,"11831711",,,,,,,,,,,,,,,Sapindaceae,,NEO,"1",
,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Binningen,BL,Allmend,299-339,"2608535","1265377","259",A,51–100 / 70 Ex.,,"1995",,,,ETH Zürich,Eschbach Ulrich,"1441964",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Elsässerbahn E - südl. Böschung (ab Oberwilerstr.). Wiesen, Weiden, Scherrasen. Hauptnutzung: Bahnareale.","280","2610113","1266160","211",A,Bestandesklasse: gross,,"2008","5","28",,Kanton Basel Stadt (Naturinventar),Knecht Daniel,"4153979",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Baumhain Mühleweg. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",252-261,"2612090","1267148","56",A,Bestandesklasse: klein,,"2008","5","10",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150314",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Nachtigallenwäldchen West. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",268-269,"2610862","1266522","52",A,Bestandesklasse: mittel,,"2008","5","13",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150602",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Nachtigallenwäldchen Ost. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",268-270,"2610990","1266638","135",A,Bestandesklasse: mittel,,"2008","5","13",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150573",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Auberg, nordostexp. Böschung. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: Strassenraum.",271-276,"2611033","1266834","73",A,Bestandesklasse: klein,,"2008","5","30",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4158703",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Ostexp. Bahnböschung nördl. Kannenfeldplatz. Hecken, Gebuesche, Feldgehoelze. Hauptnutzung: Bahnareale.","265","2610128","1268422","38",A,Bestandesklasse: gross,,"2008","6","13",,Kanton Basel Stadt (Naturinventar),Knecht Daniel,"4154458",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Winkelriedplatz. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",281-282,"2611292","1265862","72",A,Bestandesklasse: gross,,"2008","8","27",,Kanton Basel Stadt (Naturinventar),Knecht Daniel,"4154615",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Castellio-Weglein. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",256-270,"2612160","1267093","61",A,Bestandesklasse: klein,,"2008","5","10",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150283",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Birsig Dorenbachviadukt- Elsässerbahn. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",268-270,"2610509","1266034","87",A,Bestandesklasse: mittel,,"2008","5","2",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150030",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Binningerstrasse Tramtrassee / Fussweg. Wiesen, Weiden, Scherrasen. Hauptnutzung: Strassenraum.",268-272,"2610712","1266308","256",A,Bestandesklasse: mittel,,"2009","5","7",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4160095",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,,"275","2611460","1266530","25",A,,,"2014","4","6",,"Info Flora, Jürg Röthlisberger",Röthlisberger Jürg,"4890940",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,,"270","2612150","1266850","25",A,,,"2014","4","6",,"Info Flora, Jürg Röthlisberger",Röthlisberger Jürg,"4890942",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,,"265","2611920","1266790","25",A,,,"2014","4","6",,"Info Flora, Jürg Röthlisberger",Röthlisberger Jürg,"4890941",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Allschwil,BL,Bachufer Bachgrabenbächli,"280","2607938","1267018","4",A,26–50 (Individuen),,"2017","10","22",,Missions inventaire,de Witte Lucienne,"6396574",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Binningen,BL,,"283","2610740","1265901","10",A,,,"2018","6","7",,Info Flora,Anonym.,"6653219",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,"Basel, Areal Buergerspital",265-270,"2609187","1269145","300",A,1–10 (Individuen) / 8,,"2018","8","28",,Missions inventaire,"Huber Andreas, Lehmann Werner","8975478",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,,"263","2610140","1268584","3",A,,,"2019","8","31",,Missions inventaire,de Witte Lucienne,"8802501",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Allschwil,BL,,299-301,"2608478","1265568","4",A,,,"2020","10","20",,"Info Flora, Werner Hecker",Hecker Werner,"9865190",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Binningen,BL,Bruderholz,"316","2610861","1265585","3",A,,,"2021","9","7",,"COMECO project, WSL & Info Flora",de Witte Lucienne,"10907227",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,,"275","2610445","1265941","2",A,,,"2022","11","14",,"Flora beider Basel, Werner Hecker",Hecker Werner,"12737117",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:700,Gefässpflanzen,Spitz-Ahorn,Acer platanoides L.,www.infoflora.ch/flora/1000120,Basel,BS,,284-284,"2610865","1265870","12",A,,,"2022","5","14",,"Flora beider Basel, Ramon Müller",Müller Ramon,"11828092",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,"Höhenweg/Margarethenstrasse. Wiesen, Weiden, Scherrasen. Hauptnutzung: Bahnareale.",279-280,"2610941","1266308","41",A,Bestandesklasse: klein,,"2008","6","20",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4158331",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,"Antilopenweg. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: Strassenraum.",274-276,"2610801","1266631","60",A,Bestandesklasse: mittel,,"2008","5","13",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4158696",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,"Castellio-Weglein. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",256-270,"2612160","1267093","61",A,Bestandesklasse: mittel,,"2008","5","10",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150281",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,"Birsig Dorenbachviadukt- Elsässerbahn. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",268-270,"2610509","1266034","87",A,Bestandesklasse: mittel,,"2008","5","2",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150046",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,"Baumhain Mühleweg. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",252-261,"2612090","1267148","56",A,Bestandesklasse: klein,,"2008","5","10",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150296",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,"Nachtigallenwäldchen Ost. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: oeffentliche Parks, Anlagen, Friedhoefe.",268-270,"2610990","1266638","135",A,Bestandesklasse: mittel,,"2008","5","13",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4150566",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,"Binningerstrasse Tramtrassee / Fussweg. Wiesen, Weiden, Scherrasen. Hauptnutzung: Strassenraum.",268-272,"2610712","1266308","256",A,Bestandesklasse: klein,,"2009","5","7",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4160094",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,,"265","2611920","1266790","25",A,,,"2014","4","23",,"Info Flora, Jürg Röthlisberger",Röthlisberger Jürg,"4890983",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,"Basel, Durchgang zw. Meret Oppenheimstrasse und Güterstrasse",278-279,"2611150","1266168","20",A,,,"2014","5","22",,"Info Flora, Edi Füllemann",Füllemann Edi,"4307681",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,"2",Ix
,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Allschwil,BL,,"280","2607967","1267039","4",A,1–10 (Individuen),,"2017","10","18",,Missions inventaire,de Witte Lucienne,"6393646",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Allschwil,BL,Bachufer Bachgraben,"280","2607903","1266998","3",A,1–10 (Individuen),,"2017","10","22",,Missions inventaire,de Witte Lucienne,"6396570",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Binningen,BL,,"285","2610735","1265883","5",A,,,"2018","6","7",,Info Flora,Anonym.,"6653220",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,Jüdischer Friedhof Elsass,"287","2609225","1266093","15",A,,,"2019","3","24",,Info Flora,Anonym.,"12261954",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,,249-250,"2612023","1267375","5",A,,,"2021","6","11",,"Flora beider Basel, Ursina Studer",Studer Ursina,"10354157",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,,265-266,"2611379","1267527","11",A,,,"2021","7","28",,"Flora beider Basel, Ramon Müller",Müller Ramon,"10590863",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
x,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,,268-272,"2610523","1266082","2",A,,,"2022","12","5",,"Flora beider Basel, Werner Hecker",Hecker Werner,"12763453",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Basel,BS,,284-285,"2610876","1265853","17",A,,,"2022","5","14",,"Flora beider Basel, Ramon Müller",Müller Ramon,"11828093",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:800,Gefässpflanzen,Berg-Ahorn,Acer pseudoplatanus L.,www.infoflora.ch/flora/1000130,Binningen,BL,,"303","2610697","1265794","2",A,,,"2022","11","14",,"Flora beider Basel, Werner Hecker",Hecker Werner,"12737115",LC,K,,,,,,,,LC,,,,,Sapindaceae,,INN,,
,infoflora:1550,Gefässpflanzen,Gold-Schafgarbe,Achillea filipendulina Lam.,www.infoflora.ch/flora/1000300,Basel,BS,Strassenrand,264-264,"2609500","1269267","3",A,,,"2022","7","7",,"Flora beider Basel, Frieda Suda",Suda Frieda,"12346300",,,,,,,,,,,,,,,Asteraceae,,NEO,"1",
x,infoflora:1706,Gefässpflanzen,Wiesen-Schafgarbe,Achillea millefolium aggr.,www.infoflora.ch/flora/1000320,Binningen,BL,Margrethenhügel,271-304,"2610627","1265839","135",A,,,"2002","4","15",,Kanton Basel Landschaft,Kaufmann Susanne,"7090689",LC,K,,,,,,,,LC,,,,,Asteraceae,,INN,,
x,infoflora:1706,Gefässpflanzen,Wiesen-Schafgarbe,Achillea millefolium aggr.,www.infoflora.ch/flora/1000320,Basel,BS,"Auberg, nordostexp. Böschung. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: Strassenraum.",271-276,"2611033","1266834","73",A,Bestandesklasse: klein,,"2008","5","30",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4158713",LC,K,,,,,,,,LC,,,,,Asteraceae,,INN,,
x,infoflora:1706,Gefässpflanzen,Wiesen-Schafgarbe,Achillea millefolium aggr.,www.infoflora.ch/flora/1000320,Basel,BS,"Antilopenweg. Einzelbaeume, Alleen, Baumhaine. Hauptnutzung: Strassenraum.",274-276,"2610801","1266631","60",A,Bestandesklasse: klein,,"2008","5","13",,Kanton Basel Stadt (Naturinventar),Frei Martin,"4158687",LC,K,,,,,,,,LC,,,,,Asteraceae,,INN,,
