"","nbsp.w","FRic.w","FEve.w","FDiv.w"
"12_ZHUB_p",2,NA,NA,NA
"12_ZHUC_p",3,0.0139080267436738,0.187339836671455,0.968483690041678
"13_BEUA_p",3,0.524732338669247,0.733684721086731,0.85562506703475
"13_BEUC_p",3,0.0924399186854433,0.138179806413581,0.927343046260999
"13_BSRD_p",4,0.742991373436011,0.292898989435643,0.958620280787922
"13_BSUB_p",3,0.938000632174698,0.756011780741661,0.260467158998331
"14_BSRF_p",2,NA,NA,NA
"14_BSUB_p",4,1.56630671822989,0.425563291763185,0.982717917529597
"14_ZHRD_p",3,0.281147019595292,0.893055619855811,0.987324745355046
"14_ZHRE_p",1,NA,NA,NA
"14_ZHUB_p",1,NA,NA,NA
"14_ZHUC_p",8,5.31642565527666,0.608309871348166,0.32914494679975
"15_BSRE_p",1,NA,NA,NA
"15_BSUB_p",2,NA,NA,NA
"15_ZHRD_p",1,NA,NA,NA
"15_ZHRF_p",1,NA,NA,NA
"15_ZHUB_p",4,1.38593887012142,0.342810081085824,0.921924788746394
"16_BEUC_p",1,NA,NA,NA
"16_BSRE_p",2,NA,NA,NA
"16_ZHRE_p",6,2.06470291644252,0.45868368064423,0.91374860690168
"17_BERD_p",1,NA,NA,NA
"17_BEUA_p",4,1.43302308662344,0.545503553114983,0.602792673335557
"17_BSRF_p",4,0.528125347247149,0.837757143463677,0.26363629335074
"17_ZHRD_p",2,NA,NA,NA
"17_ZHUA_p",1,NA,NA,NA
"17_ZHUB_p",7,3.80204146781498,0.502924468902556,0.858192201096508
"18_BERD_p",1,NA,NA,NA
"18_BEUB_p",3,0.10007699684443,0.832925261109847,0.209353084020486
"18_BSUA_p",3,0.00594346366524241,0.86339202030133,0.53215384149525
"18_BSUC_p",5,2.8742557989391,0.86873779080942,0.948103931069636
"19_BERD_p",2,NA,NA,NA
"19_BEUA_p",4,0.5249420330683,0.329571648029163,0.656299380895605
"19_BSRD_p",1,NA,NA,NA
"19_BSUA_p",2,NA,NA,NA
"19_ZHUB_p",1,NA,NA,NA
"20_BEUA_p",1,NA,NA,NA
"20_BEUB_p",1,NA,NA,NA
"20_BEUC_p",1,NA,NA,NA
"20_ZHRD_p",3,0.107965129884996,0.0776380954845686,0.982787843077197
"20_ZHRF_p",1,NA,NA,NA
"20_ZHUA_p",4,0.280464861176286,0.114143805146804,0.725709591503771
"21_BEUA_p",1,NA,NA,NA
"21_BEUB_p",4,0.10007699684443,0.228221145984054,0.260462189442831
"21_BSRD_p",1,NA,NA,NA
"21_BSRE_p",2,NA,NA,NA
"21_BSUA_p",4,0.658986392805546,0.442216425519712,0.773693392592905
"21_ZHRE_p",3,0.164781458077406,0.184811709017026,0.818162390880583
"21_ZHUB_p",1,NA,NA,NA
"21_ZHUC_p",1,NA,NA,NA
"22_BERD_p",5,0.674624331437857,0.269462791932521,0.914650938218269
"22_BSRD_p",2,NA,NA,NA
"22_BSRE_p",1,NA,NA,NA
"22_BSRF_p",2,NA,NA,NA
"22_BSUB_p",8,3.4220095973932,0.494921151860767,0.400523056539527
"22_ZHRD_p",5,0.449493615158086,0.145275964762259,0.383030649094114
"22_ZHRF_p",2,NA,NA,NA
"22_ZHUA_p",1,NA,NA,NA
"23_BSRD_p",1,NA,NA,NA
"23_BSRE_p",1,NA,NA,NA
"23_BSUC_p",4,0.280464861176286,0.363723584313869,0.392693654209525
"23_ZHRE_p",5,0.782825383603043,0.394542166578364,0.977116020748547
"23_ZHUA_p",1,NA,NA,NA
"23_ZHUB_p",1,NA,NA,NA
"23_ZHUC_p",1,NA,NA,NA
"24_BEUB_p",2,NA,NA,NA
"24_BSUA_p",3,0.164781458077406,0.177741790365172,0.834028008001801
"24_ZHRD_p",6,2.68244633816913,0.578907070617905,0.953100335352475
"24_ZHRE_p",5,2.13623570673051,0.218522196158525,0.87544502346571
"24_ZHUA_p",4,0.712658540674655,0.502290780111676,0.895489260146353
"25_BEUA_p",3,1.68640755704017,0.0784255004163179,0.996063865266996
"25_BSRD_p",1,NA,NA,NA
"25_BSRF_p",1,NA,NA,NA
"25_ZHRE_p",4,0.405421534678005,0.415193535468433,0.973089963773598
"25_ZHRF_p",2,NA,NA,NA
"26_BEUA_p",1,NA,NA,NA
"26_BSRF_p",1,NA,NA,NA
"26_BSUA_p",3,0.164781458077406,0.094941802051389,0.91007381123502
"26_BSUB_p",2,NA,NA,NA
"26_ZHUA_p",2,NA,NA,NA
"26_ZHUC_p",3,0.574634321916668,0.346657319079563,0.893658822054923
"27_BERD_p",2,NA,NA,NA
"27_BEUA_p",5,0.791498867500912,0.207884316701396,0.814046548958428
"27_BSUB_p",2,NA,NA,NA
"27_ZHRF_p",1,NA,NA,NA
"27_ZHUB_p",7,4.31615663019414,0.511821829569568,0.680434144850366
"27_ZHUC_p",3,0.164781458077406,0.127791437380976,0.877241270598679
"28_BSRF_p",3,0.90011168033911,0.976137189034197,0.970395638950412
"28_ZHRE_p",1,NA,NA,NA
"28_ZHUB_p",4,0.326352576446268,0.325462234912693,0.887693881853757
"29_BSRD_p",1,NA,NA,NA
"29_BSUB_p",3,0.164781458077406,0.111657661454128,0.893753355640551
"29_ZHRD_p",2,NA,NA,NA
"30_BEUB_p",4,0.779709737831037,0.452334564268633,0.503488264006966
"30_BSRD_p",2,NA,NA,NA
"30_BSUA_p",1,NA,NA,NA
"30_BSUC_p",1,NA,NA,NA
"30_ZHRE_p",1,NA,NA,NA
"30_ZHUA_p",3,0.250534989490446,0.387941490164182,0.416481442111424
"30_ZHUB_p",1,NA,NA,NA
"30_ZHUC_p",3,0.415278087008453,0.426937670554653,0.602404076061485
"31_BERD_p",1,NA,NA,NA
"31_BEUA_p",1,NA,NA,NA
"31_BSRE_p",1,NA,NA,NA
"31_BSUC_p",3,0.0139080267436738,0.0300967494362672,0.983649114420446
"31_ZHRF_p",6,8.70080546627216,0.382406801862023,0.614500996623264
"31_ZHUB_p",4,0.5249420330683,0.198113391261927,0.749579592194681
"31_ZHUC_p",2,NA,NA,NA
"32_BERD_p",2,NA,NA,NA
"32_BSRF_p",3,0.66078898154353,0.0655717123575559,0.984192780667461
"32_BSUB_p",2,NA,NA,NA
"32_BSUC_p",2,NA,NA,NA
"32_ZHRE_p",2,NA,NA,NA
"32_ZHUB_p",4,1.73481846131325,0.688313468925908,0.810642506167267
"33_BSRD_p",1,NA,NA,NA
"33_BSRF_p",2,NA,NA,NA
"33_BSUB_p",3,0.164781458077406,0.128732283963201,0.87918678723608
"33_ZHRF_p",2,NA,NA,NA
"34_BERD_p",1,NA,NA,NA
"34_BEUA_p",2,NA,NA,NA
"34_BSRD_p",1,NA,NA,NA
"34_BSUB_p",2,NA,NA,NA
"34_ZHRE_p",2,NA,NA,NA
"34_ZHRF_p",4,0.642227025942298,0.169618583550745,0.870198728013186
"34_ZHUB_p",5,3.01833246841029,0.444422269007478,0.288382899885988
"34_ZHUC_p",8,1.21213444160387,0.46598547823688,0.856826286148256
"35_BSRF_p",4,0.5249420330683,0.944032327849824,0.727446059809373
"35_BSUA_p",2,NA,NA,NA
"35_BSUB_p",1,NA,NA,NA
"35_ZHRE_p",2,NA,NA,NA
"35_ZHRF_p",1,NA,NA,NA
"35_ZHUB_p",3,1.52654111604115,0.316291406376261,0.509744744646843
"36_BERD_p",2,NA,NA,NA
"36_BSUA_p",1,NA,NA,NA
"36_BSUB_p",1,NA,NA,NA
"36_BSUC_p",3,0.0139080267436738,0.0276953643100861,0.987035705358118
"36_ZHUA_p",2,NA,NA,NA
"36_ZHUB_p",1,NA,NA,NA
"37_BSRD_p",1,NA,NA,NA
"37_BSUA_p",1,NA,NA,NA
"37_BSUB_p",2,NA,NA,NA
"37_ZHRF_p",1,NA,NA,NA
"37_ZHUA_p",2,NA,NA,NA
"38_BSUB_p",1,NA,NA,NA
"39_BSUB_p",1,NA,NA,NA
"40_BSUB_p",11,4.32229392387989,0.716699495077423,0.818068109526433
